,0
832,24711.753672540188
833,24250.333657503128
834,23789.024671435356
835,23327.824894189835
836,23342.204055786133
837,23356.59049797058
838,23370.97694015503
839,23381.761311352253
840,23288.842805087566
841,23195.929759263992
842,23103.018533587456
843,23010.110948204994
844,22852.367905199528
845,22694.628502488136
846,22536.90002065897
847,22379.19520074129
848,22696.410426437855
849,23013.672975957394
850,23330.979209005833
851,23648.325485289097
852,24422.208322107792
853,25196.360540688038
854,25970.762119412422
855,26745.422159016132
856,27331.496764063835
857,27917.706059992313
858,28504.057327389717
859,29090.56330728531
860,29541.825081706047
861,29993.17058289051
862,30444.57796907425
863,30896.07636260986
864,30941.492671489712
865,30986.894419193264
866,31032.310728073116
867,31077.71247577667
868,31056.598770141598
869,31035.481424212452
870,31014.36771857738
871,30993.250372648235
872,30928.103669881817
873,30862.9569671154
874,30797.81026434898
875,30737.177526235577
876,31289.55574917793
877,31842.039540648457
878,32394.625260353085
879,32947.32382917404
880,33560.1163725853
881,34173.0326859951
882,34786.08733057976
883,35399.265745162964
884,36493.10858941078
885,37587.4319524765
886,38682.22855377197
887,39777.505673885345
888,40337.28097438812
889,40897.1873254776
890,41457.21016597748
891,42017.37133765221
892,42220.69632291794
893,42424.04314994812
894,42627.4190993309
895,42830.809609889984
896,42476.9584646225
897,42123.17284464836
898,41769.423627614975
899,41415.72537469864
900,40875.68046808243
901,40335.74477028847
902,39795.90372014046
903,39256.186439991
904,39141.34244251251
905,39026.51300621033
906,38911.67628931999
907,38796.84685301781
908,38273.4817738533
909,37750.2331840992
910,37227.10836434364
911,36704.08547282219
912,36362.23273682594
913,36020.4382455349
914,35678.6947183609
915,35336.994874715805
916,35687.27125120163
917,36037.598591804504
918,36387.97689652443
919,36738.406165361404
920,36804.68135929108
921,36870.97111439705
922,36937.24630832672
923,37003.52150225639
924,37045.29023647308
925,37087.05897068977
926,37128.82042431831
927,37170.589158535004
928,36983.194100141525
929,36795.81360292435
930,36608.44766688347
931,36421.09629201889
932,35789.79649353027
933,35158.64958739281
934,34527.64101243019
935,33894.34633278847
936,33513.604335188866
937,33132.920582294464
938,32752.284153223034
939,32371.709609150883
940,32285.44556045532
941,32199.17787146568
942,32112.91746306419
943,32026.653414368626
944,31693.348088860508
945,31360.082806587216
946,31026.8648481369
947,30693.67601203918
948,30185.35262799263
949,29677.123891592026
950,29169.004364013672
951,28660.988584816456
952,28106.924905717373
953,27552.994097352028
954,26999.185238838196
955,26445.50197046995
956,27576.801620602608
957,28708.57086867094
958,29840.820635557175
959,30973.53453993797
960,32349.79503881931
961,33726.769035339355
962,35104.460169792175
963,36482.87208247185
964,37537.858427762985
965,38593.267047166824
966,39649.097940683365
967,40705.33654713631
968,39919.15679693222
969,39133.210025548935
970,38347.51079416275
971,37564.709236860275
972,36560.59236097336
973,35556.86135625839
974,34553.51622271538
975,33550.571521520615
976,32782.27289581299
977,32014.218169808384
978,31246.396422624584
979,30478.81493484974
980,31503.117241382595
981,32527.82362055778
982,33552.93771266937
983,34578.45951771736
984,35518.667390823364
985,36459.21745157242
986,37400.10241937637
987,38341.32229423523
988,39146.16947245598
989,39951.27875185013
990,40756.65013241768
991,41562.27633357048
992,41146.59843373299
993,40730.98605918884
994,40315.4319293499
995,39899.950605392456
996,39406.2102394104
997,38912.564521074295
998,38419.00616979599
999,37925.549746751785
1000,37223.50447320938
1001,36521.66305613518
1002,35820.018214941025
1003,35118.58451080322
1004,35566.413487911224
1005,36014.34439325333
1006,36462.34810447693
1007,36910.44646334648
1008,36768.096403837204
1009,36625.76090550423
1010,36483.42540717125
1011,36341.10447001457
1012,35575.674396038055
1013,34810.47730088234
1014,34045.49498307705
1015,33280.74564409256
1016,32088.221708059307
1017,30896.25109672546
1018,29704.85565185547
1019,28514.020812273026
1020,27418.405144810677
1021,26323.280917048454
1022,25228.637208104134
1023,24134.49221944809
1024,23010.00537967682
1025,21886.037281811237
1026,20762.582465410233
1027,19639.657311797142
1028,18506.124341249466
1029,17373.150155842304
1030,16240.732935428621
1031,15107.589476346971
1032,14200.184293150904
1033,13293.15497031808
1034,12386.506058216095
1035,11480.218445301056
1036,11090.99820280075
1037,10701.859866917133
1038,10312.807077944279
1039,9923.847116470337
1040,10786.920798420906
1041,11650.289344191551
1042,12513.960944443941
1043,13377.915577560665
1044,14310.656297445299
1045,15243.776517987253
1046,16177.260767936708
1047,17111.121788322926
1048,18068.397180199623
1049,19026.063903689384
1050,19984.118318498135
1051,20942.56224477291
1052,22285.415764927864
1053,23629.00462448597
1054,24973.29788094759
1055,26318.331937253475
1056,27464.04715192318
1057,28610.28292864561
1058,29757.042907714844
1059,30904.317988395687
1060,31388.52806448936
1061,31872.81458675861
1062,32357.20303726196
1063,32841.66793394089
1064,32646.508128285404
1065,32451.355603218075
1066,32256.23584079742
1067,32063.453147172924
1068,32132.54228842258
1069,32201.638710260388
1070,32270.73149180412
1071,32339.831553936
1072,32739.04076337814
1073,33138.30093693733
1074,33537.630276083946
1075,33937.02514052391
1076,34101.38441801071
1077,34265.77281785011
1078,34430.168498277664
1079,34594.57509958744
1080,34715.083394646645
1081,34835.595329999924
1082,34956.11454594135
1083,35076.63740217686
1084,35252.41628217697
1085,35428.21336364746
1086,35604.01044511795
1087,35779.83664894104
1088,35610.47560739517
1089,35441.121846437454
1090,35271.768085479736
1091,35102.42888569832
1092,34697.08942103386
1093,34291.811841368675
1094,33886.58522582054
1095,33481.41685497761
1096,33673.023733615875
1097,33864.64881372452
1098,34056.31029677391
1099,34247.98998129368
1100,34783.9686794281
1101,35320.0529460907
1102,35856.253702163696
1103,36392.549105882645
1104,36751.49666285515
1105,37110.48790335655
1106,37469.537388563156
1107,37828.63783788681
1108,37558.0329375267
1109,37287.464440107346
1110,37016.91050386429
1111,36746.39297056198
1112,34667.09339785576
1113,32589.54844689369
1114,30513.72171473503
1115,28439.627762556076
1116,26659.64590972662
1117,24880.941800117493
1118,23103.520894169807
1119,21327.381371736526
1120,19608.725733041763
1121,17891.264110803604
1122,16175.000145316126
1123,14459.926555991175
1124,13621.848953306677
1125,12784.060754001142
1126,11946.565598368645
1127,11108.309621274471
1128,10873.037415206432
1129,10637.788871049881
1130,10402.56944924593
1131,10167.373689353466
1132,10162.77235764265
1133,10158.177396446466
1134,10153.586985617876
1135,10148.981103539467
1136,9549.018776595592
1137,8949.183859944344
1138,8349.471803218126
1139,7749.894437372685
1140,6708.696615964175
1141,5667.933809697629
1142,4627.606928646565
1143,3587.720523178578
1144,2825.8916101157665
1145,2064.314104862511
1146,1303.0002934113147
1147,541.946990504861
1148,1570.2256357595327
1149,2598.8987978845835
1150,3627.9648842513566
1151,4657.4259425252685
1152,5761.487547278405
1153,6866.032856106759
1154,7971.0514031648645
1155,9076.556839555502
1156,10169.667074620724
1157,11263.267839312553
1158,12357.350032895803
1159,13451.908194929363
1160,14023.895771980287
1161,14596.040791749956
1162,15168.34234416485
1163,15742.141877591612
1164,16525.116348862648
1165,17308.3875041008
1166,18091.949882864952
1167,18875.79984486103
1168,19295.187204360962
1169,19714.66557121277
1170,20134.240405857563
1171,20553.904427707195
1172,21926.790373981
1173,23300.440782010555
1174,24674.877493560314
1175,26050.0823071599
1176,27169.259778022766
1177,28288.937789320946
1178,29409.118161201477
1179,30529.789972782135
1180,31524.598616719242
1181,32519.80405271053
1182,33515.39900016785
1183,34511.39073967934
1184,34099.62615597248
1185,33687.919816970825
1186,33276.275362968445
1187,32864.68551337719
1188,32500.39764499664
1189,32136.149819850918
1190,31771.945678234097
1191,31407.785220146176
1192,29508.210606217384
1193,27610.084829330444
1194,25713.409709632397
1195,23818.17978668213
1196,23490.280297875404
1197,23162.419032156467
1198,22834.590529084206
1199,22506.80024909973
1200,22115.384909272194
1201,21724.013252973557
1202,21332.69984138012
1203,20941.430113315582
1204,20430.314623713493
1205,19919.27558028698
1206,19408.318443477154
1207,18897.452314019203
1208,18160.587627649307
1209,17423.9067761302
1210,16687.415219902992
1211,15951.1038582325
1212,15306.425979018213
1213,14661.886430978777
1214,14017.488854408266
1215,13373.2341593802
1216,12758.687904298307
1217,12144.267239362001
1218,11529.972164571285
1219,10915.809050440788
1220,10119.658534765244
1221,9323.7409979105
1222,8528.058260023594
1223,7730.092147678138
1224,6874.336366891862
1225,6018.863618969918
1226,5163.670718654991
1227,4308.764946535231
1228,3993.2961519211535
1229,3677.8537494391207
1230,3362.4536653757095
1231,3047.084068775177
1232,3133.375419676304
1233,3219.6758713126183
1234,3305.974502801895
1235,3392.276774585247
1236,3657.0599346458916
1237,3921.869941875339
1238,4186.705886200071
1239,4451.572773024441
1240,4319.940194308759
1241,4188.313076034189
1242,4056.6950584948067
1243,3925.092967242003
1244,4249.157861277462
1245,4573.26689387858
1246,4897.404593795539
1247,5221.587342351676
1248,5479.957669362427
1249,5738.366219460965
1250,5996.7988865077505
1251,6255.253395318986
1252,6777.68473905325
1253,7300.22893190384
1254,7822.89689475298
1255,8345.679526865482
1256,7871.690486460925
1257,7397.795183628798
1258,6923.99634858966
1259,6452.589186757804
1260,6093.265769422055
1261,5733.994226276875
1262,5374.790938645602
1263,5015.637250021101
1264,4320.995424553753
1265,3626.562460958958
1266,2932.338359236717
1267,2238.3181139826775
1268,2153.5866290926933
1269,2068.852413982153
1270,1984.1300298273566
1271,1899.401047639549
1272,1892.458779320121
1273,1885.5153734087946
1274,1878.568554721773
1275,1871.6242387369277
1276,1862.7416936755183
1277,1853.855280801654
1278,1844.9745558872821
1279,1836.0936034545305
1280,2701.050455033779
1281,3566.378844127059
1282,4432.075812995435
1283,5298.140451565386
1284,5947.912467300893
1285,6597.900625497104
1286,7248.111751705409
1287,7898.538565337659
1288,7261.192238390447
1289,6624.051588058473
1290,5987.12161974609
1291,5350.392777681352
1292,5079.249568834902
1293,4808.121831238271
1294,4537.007744744421
1295,4265.9109496474275
1296,4127.718105971814
1297,3989.5220770388846
1298,3851.325593069196
1299,3713.1218285113578
1300,3775.5578773021703
1301,3837.9911958724265
1302,3900.4372554719453
1303,3962.894235953689
1304,3740.6042286306624
1305,3518.305120572448
1306,3295.9878110438585
1307,3073.6650410741568
1308,2754.129582941532
1309,2434.5845690369606
1310,2115.049110904336
1311,1795.5091024041178
1312,1369.2814028188589
1313,943.0737248510123
1314,516.8840208351613
1315,90.7102431058885
1316,-745.424807652831
1317,-1581.3082230836153
1318,-2416.939548149705
1319,-3252.8498107492924
1320,-4036.8799673020835
1321,-4820.68078532815
1322,-5604.244074165821
1323,-6387.565283447504
1324,-7241.164189994335
1325,-8094.454581618309
1326,-8947.428267657757
1327,-9800.100719362497
1328,-9434.233873426914
1329,-9068.326984256506
1330,-8702.373681336641
1331,-8336.38124525547
1332,-7847.962079137564
1333,-7359.440074712038
1334,-6870.830703228712
1335,-6382.128504246473
1336,-5490.22915366292
1337,-4597.992165803909
1338,-3705.4202708899975
1339,-2812.503003075719
1340,-938.0791809111832
1341,937.9035971909763
1342,2815.4462413042784
1343,4694.546021208168
1344,6313.639161914588
1345,7933.843047350646
1346,9555.161772847176
1347,11177.591698110104
1348,12630.979107558729
